doi,title,year,axis_score,lex_score,eff_count,acc_count,pole_assignment
10.3390/cli11120234,The Shift to Synergies in China’s Climate Planning: Aligning Goals with Policies and Institutions,2023,-0.13681704,0.01018349741274443,0,0,accountability
10.3390/en16052470,Fragmented or Unified? The State of China’s Carbon Emission Trading Market,2023,0.042037323,0.032946407359972445,0,0,efficiency
10.3390/en16145578,Dynamic Spillovers between Carbon Price and Power Sector Returns in China: A Network-Based Analysis before and after Launching National Carbon Emissions Trading Market,2023,0.10931288,0.03592761157205368,0,0,efficiency
10.3390/en16186720,Optimization of Expressway Microgrid Construction Mode and Capacity Configuration Considering Carbon Trading,2023,0.13165565,0.017145495367682527,0,0,efficiency
10.3390/ijerph20085448,Family and Community Obligations Motivate People to Immigrate—A Case Study from the Republic of the Marshall Islands,2023,0.055932567,-0.0023919613385302036,0,0,efficiency
10.3390/land12061188,Sustainable Management of Land Resources: The Case of China’s Forestry Carbon Sink Mechanism,2023,0.021932993,0.0038421525246041966,0,0,efficiency
10.3390/land12071458,Decoupling Analysis of Carbon Emissions and Forest Area in China from 2004 to 2020,2023,-0.10850224,0.0035514381076596014,0,0,accountability
10.3390/pr11030712,Connecting Fiscal Decentralization with Climate Change Mitigation in China: Directions for Carbon Capturing Systems,2023,0.024713214,0.011391734356730365,0,0,efficiency
10.3390/su15042900,Spatio-Temporal Evolution of High-Quality Development and the Impact of Carbon Emissions Trading Schemes,2023,-0.14132485,0.020565962424851196,0,0,accountability
10.3390/su15054253,Impact of Chinese Carbon Emissions Trading Policy on Chongqing’s Carbon Emissions and Economic Development,2023,-0.11735952,0.019944602007099216,0,0,accountability
10.3390/su15065577,The Power Transition under the Interaction of Different Systems—A Case Study of the Guangdong–Hong Kong–Macao Greater Bay Area,2023,0.09153565,0.016468238275293992,0,0,efficiency
10.3390/su15097688,The Impact of Green Finance on China’s Agricultural Trade,2023,0.44276422,0.0924987472194945,0,0,efficiency
10.3390/su151410771,Incentive Mechanism of Utility Tunnel PPP Projects with User Involvement,2023,0.0806769,0.011317227231647211,0,1,efficiency
10.3390/su151410818,Does a Cross-Correlation of Economic Policy Uncertainty with China’s Carbon Market Really Exist? A Perspective on Fractal Market Hypothesis,2023,0.044923417,0.030405584711259828,0,0,efficiency
10.3390/su151511674,Does Direct Monetary Policy Affect the Supply of Bank Credit to Small and Medium-Sized Enterprises? An Analysis Based on Chinese Data,2023,0.371029,0.05484229946511466,0,0,efficiency
10.3390/su151511877,Weather-Informed Recommendations for Pest and Disease Management in the Cashew Production Zone of Côte d’Ivoire,2023,-0.1278488,-0.01599980759955714,1,0,accountability
10.3390/su151813579,The Nexus between Climate Change and Geopolitical Risk Index in Saudi Arabia Based on the Fourier-Domain Transfer Entropy Spectrum Method,2023,-0.2361592,-0.012005850757882765,0,0,accountability
10.3390/su151914115,Analyzing the Progress of China and the World in Achieving Sustainable Development Goals 7 and 13,2023,0.032214973,0.054229658661808434,1,0,efficiency
10.3390/su152115649,A Scientometric Analysis of Payments for Ecosystem Services Research: Mapping Global Trends and Directions,2023,0.1489684,0.023161780975810346,0,1,efficiency
10.3390/su152416596,The Decoupling Effect in Italian Agricultural Waste: An Empirical Analysis,2023,0.22220762,0.021093680300991957,0,0,efficiency
10.3390/systems11030161,Can the Greening of Financial Markets Be Transmitted to the Real Economy as Desired in China?,2023,0.5036985,0.12229325500382407,0,0,efficiency
10.33995/wu2023.2.4,Green products in the insurance market,2023,0.19930404,0.08327655619468301,0,0,efficiency
10.36079/lamintang.jhass-0502.543,Climate Change and Human Security in Zimbabwe,2023,-0.24757922,-0.0422868965806244,0,0,accountability
10.4018/978-1-6684-8361-9.ch003,Green Financing Strategies Adopted in Zimbabwe Towards Attainment of Sustainable Development Goals,2023,0.3911174,0.13531558004497626,1,0,efficiency
10.4018/ijskd.318695,Confronting Current Crises and Critical Challenges of Climate Change,2023,-0.28744483,-0.03524725912984613,0,0,accountability
10.4236/jss.2023.1111017,Green Finance and Sustainable Development: An Empirical Study Based on Chinese Data,2023,0.27733102,0.13818727701862019,0,0,efficiency
10.4236/ojap.2023.122003,Impact of Improved Cookstoves on the Level of Household Exposure to CO and PM&amp;lt;sub&amp;gt;2.5&amp;lt;/sub&amp;gt; in Sub-Saharan Cities: The Case of the City of Ouagadougou,2023,-0.15888676,-0.010474802272050665,0,0,accountability
10.4314/ajsw.v13i2.1,"Environmental Social Work: African philosophies, frameworks and perspectives",2023,-0.042163942,-0.043831107004357,0,0,accountability
10.4324/9781003467410-10,"Responsible, Rigorous, and Impactful Research Through Engagement",2023,0.110180914,0.004789907834991269,0,0,efficiency
10.47941/jcp.1550,Climate Finance and its Role in Climate Policy,2023,0.02835711,0.01645377936527572,0,1,efficiency
10.5089/9798400236068.018,The Effects of Climate and Conflict Shocks on Household Welfare,2023,-0.056872744,-0.0207759701768373,0,0,accountability
10.5089/9798400250491.002,Tuvalu,2023,0.018505387,-0.001407711585340696,0,0,efficiency
10.5089/9798400252440.001,Default Risk and Transition Dynamics with Carbon Shocks,2023,-0.071367666,0.005851440416824195,0,0,accountability
10.52131/pjhss.2023.1102.0400,Role of Green Finance for Sustainable Environment So Far: A Bibliometric Analysis and Policy Framework,2023,0.34306237,0.11303531463342341,0,0,efficiency
10.52567/pjsr.v5i02.1223,GLOBAL CLIMATIC TRANSFORMATION: IMPLICATIONS FOR PAKISTAN,2023,-0.204086,-0.06558759707209129,0,0,accountability
10.54097/3bxgyj32,The Impact of Corporate ESG Performance on Corporate Green Innovation,2023,0.36408824,0.07383090806191077,0,0,efficiency
10.55047/polri.v2i3.642,BENEFICIAL OWNERSHIP: TRANSPARENCY AS AN EFFORT TO PREVENT AND ERADICATE MONEY LAUNDERING AND ITS IMPACT ON INVESTMENT MARKETS,2023,0.29309896,0.05213734650204897,0,0,efficiency
10.55317/9781784135928,Net zero and the role of the aviation industry,2023,-0.12559462,-0.0009689075584257889,0,0,accountability
10.57046/bquv9709,"A comprehensive assessment of transportation emissions in Nigeria: Trends, drivers, and impacts",2023,-0.027723532,0.017784668213160715,1,0,accountability
10.59117/20.500.11822/42230,Driving Finance for Sustainable Food Systems: A Roadmap to Implementation for Financial Institutions and Policy Makers,2023,0.17557564,-0.015333021614056992,0,1,efficiency
10.59827/jfeb.v1i2.67,GREEN ECONOMY AND LOW CARBON DEVELOPMENT DRIVE NATIONAL ECONOMIC GROWTH AND IMPROVE SOCIAL WELFARE,2023,0.12741207,0.07139336170161818,0,0,efficiency
10.6027/temanord2023-521,Regulatory framework for CCS in the Nordic countries,2023,-0.065631315,0.014473576902010024,0,0,accountability
10.61426/sjbcm.v10i1.2527,G20 AND AFRICAN UNION DEVELOPMENT: BUILDING ALLIANCES FOR SUSTAINABLE DEVELOPMENT,2023,-0.08143088,0.018029428428093502,1,0,accountability
10.1002/for.3042,Business applications and state‐level stock market realized volatility: A forecasting experiment,2023,0.18789026,0.00414944075565746,0,0,efficiency
10.1002/ldr.4628,"Impact of Land Cover Changes on Reducing Greenhouse Emissions: Site Selection, Baseline Modeling, and Strategic Environmental Assessment of <scp>REDD</scp>+ Projects",2023,-0.08480075,-0.029176952694968613,0,0,accountability
10.1007/978-3-031-23535-1_4,Food Security and the Fractured Consensus on Food Resilience: An Analysis of Development Agency Narratives,2023,0.034676287,-0.03169793751671702,0,0,efficiency
10.1007/978-3-031-30705-8_2,Domestic and International Drivers and Challenges for the Energy Transformation in the MENA Region,2023,-0.042095166,0.009310348023770832,1,0,accountability
10.1007/978-3-031-40124-4_10,"Gender Equality, Climate Action, and Technological Innovation for Sustainable Development in Africa: Conclusion and Recommendations",2023,-0.14671753,-0.044931630654511064,0,0,accountability
10.1007/978-3-031-45980-1_13,Focus on Skills for a Circular Built Environment in a New Curriculum Development,2023,0.1757054,0.016186863131700344,0,0,efficiency
10.1007/978-3-662-66497-1_4,Technical Summary,2023,0.028775353,-9.973407165032953e-05,0,0,efficiency
10.1016/j.heliyon.2023.e17715,New paradigm in the economic literature on global warming,2023,-0.055753265,0.01496033615985468,0,0,accountability
10.1017/s002058932300012x,NET ZERO EMISSIONS AND FREE TRADE AGREEMENTS: EFFORTS AT INTEGRATING CLIMATE GOALS BY THE UNITED KINGDOM AND AUSTRALIA,2023,-0.124566436,-0.019719812526234105,0,0,accountability
10.1017/s0922156522000838,Coming to terms with the SDGs: A perspective from legal scholarship,2023,0.10721901,0.004708092994616434,0,0,efficiency
10.1038/s41467-023-36036-8,Financing a greener future,2023,-0.114411324,-0.08074616945725642,0,1,accountability
10.1051/bioconf/20236904021,Forecast Based Financing for Precision Agriculture in Indonesia,2023,0.15450306,0.009137929226550118,0,0,efficiency
10.1080/02529203.2023.2192094,Constructing a Chinese-Style Zero-Carbon Financial System: Theoretical Considerations and Policy Recommendations,2023,0.048823174,0.059537317502431984,1,0,efficiency
10.1080/13604813.2023.2284383,Understanding the functioning of urban climate finance through topologies of reach,2023,0.09752038,0.011380094179388837,1,0,efficiency
10.1080/14747731.2023.2288405,Articulating post-apocalyptic environmentalism: global civil society and the struggle for anti-colonial climate politics in the climate movement,2023,-0.19596833,-0.024817497675971398,0,0,accountability
10.1080/17565529.2023.2247388,An accounting framework for implementing India’s NDCs and reporting the capacity building needs in the context of the Paris rulebook,2023,0.078397006,-0.035578261805887614,1,1,efficiency
10.1080/2329194x.2023.2262531,The political economy of saving the planet,2023,-0.09348485,0.019868332000246434,0,0,accountability
10.1108/k-05-2023-0839,The heterogeneous impacts of climate finance on environmental sustainability and social welfare in developing countries,2023,0.008934721,-0.0038331465333162904,0,0,efficiency
10.1111/1467-8489.12508,An economic assessment of options for operating within plantation forestry water entitlements and tightening cap and trade policy,2023,0.13001122,0.01605107814599878,0,0,efficiency
10.1111/tesg.12552,Opening up New Geographical Ontologies around Adapting to Climate Change,2023,-0.18774095,-0.040939828059533355,0,0,accountability
10.11591/ijece.v13i5.pp4909-4918,New typical power curves generation approach for accurate renewable distributed generation placement in the radial distribution system,2023,0.0973922,0.007105010846691291,0,0,efficiency
10.1162/glep_a_00723,Resilience and Nonideal Justice in Climate Loss and Damage Governance,2023,-0.3461241,-0.1126057729659171,0,1,accountability
10.1163/15718166-12340144,"Adapting to Climate-Related Human Mobility into Europe: Between the Protection Agenda and the Deterrence Paradigm, or Beyond?",2023,-0.16642772,-0.054977829893638766,0,0,accountability
10.1163/18760104-20010007,The Role of Islam in Realizing the Goals of Climate Change Law: From Theory to Practice?,2023,-0.18601471,-0.045796790344306504,0,0,accountability
10.1163/22131035-12010006,The Rights of Indigenous Peoples in Nationally Determined Contributions,2023,-0.21484542,-0.029627025565066193,0,0,accountability
10.11647/obp.0336.04,4. Beyond ‘Error and Terror’: Global Justice and Global Catastrophic Risk,2023,-0.13690682,-0.04494409510494749,0,0,accountability
10.11648/j.ijber.20231203.11,Critical Success Factors (CSFs) of SMEs in Nigeria and the Mediating Impact of SMEDAN Initiative Between the CSFs and SMEs’ Success,2023,0.18300602,0.02488316502114853,0,0,efficiency
10.1177/25148486231196677,Wasting CO<sub>2</sub>and the Clean Development Mechanism: The remarkable success of a climate failure,2023,-0.08604559,-0.008685068233030398,0,0,accountability
10.13043/dys.95.3,How is climate change adaptation aid allocated? A study of climate justice in Ecuador,2023,-0.106209755,-0.0662265603591541,0,1,accountability
10.1353/cp.2023.a924450,Toward Cognitive Justice: Reconstructions of Climate Finance Governance in Fiji,2023,0.03033023,0.003950007821945249,0,0,efficiency
10.15575/aksy.v5i1.25535,THE EXISTENCE OF GREEN SUKUK AS A SUSTAINABLE ISLAMIC FINANCIAL INVESTMENT INSTRUMENT,2023,0.23124382,0.08643305166320803,0,0,efficiency
10.15666/aeer/2105_46534675,THE LANGUAGE OF SUSTAINABILITY: EXPLORING THE IMPLICATIONS OF METAPHORS ON ENVIRONMENTAL ACTION AND FINANCE,2023,-0.087762326,0.03342096479040738,0,0,accountability
10.1590/0103-6513.20220053,A hybrid novel method to economically evaluate the carbon dioxide emissions in the productive chain of Argentina,2023,-0.00670797,0.004506800316596269,0,0,accountability
10.1596/40572,Kenya Country Climate and Development Report,2023,-0.1744978,0.00410273761892448,0,0,accountability
10.17323/1996-7845-2023-02-05,Quasi-Formal Entities and Dialogue Formatsin International Climate Governance,2023,-0.1270042,-0.031134863700812834,0,0,accountability
10.1787/0de87ef8-en,Paris-consistent climate change mitigation scenarios,2023,-0.079114944,-0.03834380595420752,0,0,accountability
10.1787/5b486c18-en,Did COVID-19 accelerate the green transition?,2023,0.17750213,0.037604990490242275,0,0,efficiency
10.18356/26178419-30-1-7,Identification and prioritization of barriers to access international climate finance for Nepal,2023,0.07871481,0.07146985746220655,1,0,efficiency
10.18356/9789213585368,The Least Developed Countries Report 2023,2023,0.052515477,0.04562572023265586,1,0,efficiency
10.18601/01236458.n57.07,Carbon Tax: Moving Towards a Net-Zero Emissions Future,2023,-0.109050915,-0.0030729256148650528,0,0,accountability
10.20944/preprints202306.0645.v1,"The German Climate Verdict, Human Rights, Paris Target and EU Climate Law",2023,-0.20453483,-0.05424400621305905,0,0,accountability
10.20944/preprints202307.0692.v1,"Functional and Species Diversity across Disturbance Levels and Environmental Variables in Yayu Coffee Forest Biosphere Reserve, Southwest Ethiopia",2023,-0.07796599,-0.002720927812556685,0,0,accountability
10.20944/preprints202309.2001.v1,The Pathway to NDC and Carbon Neutrality: Roles of Optimum Degree between Marginal Abatement Cost and Social Cost of Carbon in Thai Power and Industrial Sector,2023,-0.06510723,0.009234360535875279,1,0,accountability
10.21203/rs.3.rs-2533601/v1,Climate justice through climate finance? Australia’s approach to climate finance in the Pacific,2023,-0.15656301,-0.11316882686260073,0,2,accountability
10.21203/rs.3.rs-3315277/v1,Do Trade-adjusted Emissions Perform better in Capturing Environmental Mishandling among the most Complex Economies of the World,2023,-0.14888586,0.004610412062615465,0,0,accountability
10.21608/ijppe.2023.310117,From COP27 to COP28: Global Climate Concerns Fair Transition to a Green Economy,2023,0.17884827,-0.0055408598186220325,0,0,efficiency
10.21625/resourceedings.v3i1.945,Climate finance landscape in Nigeria,2023,0.06638735,0.14407305618792507,4,0,efficiency
10.21660/2023.105.s8584,INFRASTRUCTURE IMPACTS CALCULATOR: AN INFRASTRUCTURE ASSESSMENT TOOL USING CO-BENEFIT APPROACH,2023,-0.0037542842,0.000848413736838167,0,0,accountability
10.22617/tcs230305-2,Climate Finance Landscape of Asia and the Pacific,2023,-0.21055016,-0.015402503977592494,0,0,accountability
10.23977/ferm.2023.061122,Sustainable Development and Environmental Protection Financial Innovation Driven by Green Finance,2023,0.32164592,0.10050620778477246,0,0,efficiency
10.24123/argu.v9i1.5763,Kebijakan Pajak Karbon Sebagai Strategi Pembangunan Ekonomi Berkelanjutan,2023,-0.22626352,-0.015760892840044966,0,1,accountability
10.24294/jipd.v7i2.2099,Green banks in Tunisia: Issues and challenges,2023,0.3423105,0.07921940155228412,0,0,efficiency
10.2458/jpe.3022,The green economy as plantation ecology: When dehumanization and ecological simplification go 'green,2023,0.14329153,0.0003323071437590268,0,0,efficiency
10.2478/amns.2023.2.01307,Analysis of the Impact of Carbon Finance on Digital Green Technology Innovation of Enterprises,2023,0.15294552,0.07170971272015102,0,0,efficiency
10.2478/foli-2023-0033,Fiscal and Monetary Measures in Achieving Green Ecology: Evidence from Nigeria,2023,-0.10454512,0.11416123794860465,3,0,accountability
10.2478/sues-2023-0002,Global Warming and Atmospheric Carbon: Is Carbon Sequestration a Myth or Reality?,2023,-0.11756985,-0.009427639466639614,0,0,accountability
10.25157/iijcc.v1i2.3513,The Development of Green Banking Theory,2023,0.23321813,0.08309145001967572,0,0,efficiency
10.25201/hsz.22.1.58,Klímakockázatok mérése a közvetett kibocsátások figyelembevételével,2023,0.22365099,0.0058680581495104385,0,0,efficiency
10.25959/23238992,"Adaptation to climate change in pastoral and agropastoral systems of Borana, Southern Ethiopia",2023,-0.09430219,-0.0354292832125545,0,0,accountability
10.26868/25222708.2023.1251,Analysis of energy flexibility of an efficient positive energy apartment building in a Nordic climate by thermal mass activation,2023,0.14879076,0.027911390970932395,0,0,efficiency
10.29109/gujsc.1332596,Atık LFP Bataryaların Geri Dönüşümü,2023,0.19586955,0.0052151749391669035,0,0,efficiency
10.2991/978-94-6463-150-0_22,Circular Economy: Drivers and Barriers to Development – Experience from Other Countries to Vietnam,2023,0.13614754,0.028171400952592355,0,0,efficiency
10.30573/ks--2023-dp04,Lessons from Gulf Cooperation Council Countries’ Participation in the Clean Development Mechanism,2023,-0.025123898,-0.0047458533359470015,0,0,accountability
10.30574/ijsra.2023.8.1.0086,Climate change: The biggest challenge of this era,2023,-0.2763571,-0.03461112727416719,0,0,accountability
10.30997/ijsr.v5i2.300,The Role of Local Community and The Barriers to Participation in A Mini Hydro Energy Project in Indonesia,2023,0.055770278,0.03205881860006269,0,0,efficiency
10.31107/2075-1990-2023-4-82-97,Green Budgeting Tools and Practice,2023,0.04012022,0.03746058154131608,0,0,efficiency
10.31223/x5dt25,Bad science and good intentions prevent effective climate action,2023,-0.20604318,-0.04964699262302544,0,0,accountability
10.31235/osf.io/epjta,The Ethical Risks of an Intergenerational World Climate Bank (as Opposed to a Climate Justice World Bank),2023,-0.024459358,-0.039630509132544726,0,1,accountability
10.3126/ijmss.v4i2.57219,The Changing Landscape: Sustainability of Nepalese Microfinance Institutions (MFIs),2023,0.2164791,0.019217464652633732,0,0,efficiency
10.31506/jog.v8i3.15681,Air Pollution Dynamics: Insights into Current Condition of Policy Framework and Future Strategy,2023,-0.0007860549,0.026344790705462057,0,0,accountability
10.3197/096327123x16759401706498,Organising Stakeholder Participation in Global Climate Governance: The Effects of Resource Dependency and Institutional Logics in the Green Climate Fund,2023,0.033527065,0.029552657222652667,1,0,efficiency
10.32350/aar.32.05,Fintech Adoption and its Impact on Sustainability: Risk Benefit Analysis of an Emerging Economy,2023,0.24251288,0.05627475134738651,0,0,efficiency
10.32479/ijeep.14667,"The Role of Green Energy Technologies Development, Carbon Finance, Carbon Tax and Economic Growth on Environmental Conditions in ASEAN Countries",2023,0.25940314,0.07781050658533319,0,0,efficiency
10.32479/ijeep.14695,The Role of Green Marketing and Promotion of Green Energy Bonds to Reduce Carbon Emissions in Indonesia,2023,0.50805885,0.18480223512246205,2,0,efficiency
10.32479/ijeep.14710,Scaling up Renewable Energy Financing through Islamic Blended Finance: Case Study in Indonesia,2023,0.18067245,0.0784419269301891,1,0,efficiency
10.3384/vs.2001-5992.2023.10.1.90-117,Interpellating Finance – a dramaturgical model for green bond pricing,2023,0.31645784,0.16232244094708032,3,0,efficiency
10.3389/fanim.2023.1103826,The carbon footprint of young-beef cattle finishing systems in the Eastern Plains of the Orinoco River Basin of Colombia,2023,0.103874475,0.0006217881814252037,0,0,efficiency
10.3389/feduc.2023.1128574,The institutional approach to the development of education in the social and investment model of Russia's economic growth,2023,0.13912943,0.02728710241915811,0,0,efficiency
10.3389/fenrg.2023.1113295,Modeling and analysis of factors affecting the integration of Beijing Tianjin Hebei low carbon economy based on SDM model,2023,-0.0137654655,0.02345980164030142,0,1,accountability
10.3389/fenrg.2023.1224270,Does green credit affect enterprises’ energy efficiency?,2023,0.32016486,0.07342948811154829,0,0,efficiency
10.3389/fenrg.2023.1232552,"Regional logistics, carbon emission index and green financial performance enhancement configuration: a comparative study based on 30 Chinese provinces",2023,0.34991887,0.0905176664496887,0,0,efficiency
10.3389/fenrg.2023.1236488,Re-examining the efficiency of the EU carbon futures market in phase Ⅱ: price discovery and intertemporal arbitrage,2023,0.012826126,0.023490251175654814,0,0,efficiency
10.3389/fenrg.2023.1249144,An empirical study on the relationship between economic growth and forest carbon sink value based on PVAR model,2023,-0.01366419,0.027630715227758288,0,0,accountability
10.3389/fevo.2023.1177291,Research on the path of practical cooperation between China and European Union countries under the environment of carbon neutrality and peak carbon dioxide emissions,2023,0.021425553,0.019188280583019444,0,0,efficiency
10.3389/ffgc.2023.1154917,Opportunities and challenges of converging technology and blended finance for REDD+ implementation,2023,-0.08302091,0.024868579001579086,1,0,accountability
10.33893/fer.22.2.99,The Uptake of Green Finance Tools in Agriculture : Results of a Q-methodology,2023,0.37970108,0.14320230760860966,0,0,efficiency
10.3390/cli11120240,A Social Dimension of Adaptation and Mitigation of Climate Change: Empowering Local Rural Communities to Confront Extreme Poverty,2023,-0.23298764,-0.043404279886390174,0,0,accountability
10.3390/en16093625,Financial and Technical Evaluation of Energy Production by Biological and Thermal Treatments of MSW in Mexico City,2023,0.092159025,0.01868886994635844,0,0,efficiency
10.3390/en16176396,Hedging Strategies in Carbon Emission Price Dynamics: Implications for Shipping Markets,2023,0.031564377,0.02202530373778603,0,0,efficiency
10.3390/su15064841,The Climate Financialization Trap: Claiming for Public Action,2023,-0.00917374,0.019139683106530487,0,0,accountability
10.3390/su15118872,Study on Low-Carbon Technology Investment Strategies for High Energy-Consuming Enterprises under the Health Co-Benefits of Carbon Emission Reduction,2023,-0.18700357,0.01822571384466604,0,1,accountability
10.3390/su15118959,Customer Expectations for Sustainability in the Swiss Insurance Market,2023,0.026782244,0.013612541349563217,0,0,efficiency
10.3390/su151813626,Low-Carbon Optimization Design for Low-Temperature Granary Roof Insulation in Different Ecological Grain Storage Zones in China,2023,0.07046525,0.015600273017555424,0,0,efficiency
10.3390/su152014702,Multilateral Debt Relief for Clean Ocean Energy,2023,0.07083228,0.02827489814596031,0,0,efficiency
10.3390/su152215809,Derivation and Evaluation of a Business Model to Promote Carbon Farming That Generates Valid Carbon Removal,2023,0.073456705,0.021241192962798233,0,1,efficiency
10.3390/su152416672,Examining the Impact of Market Segmentation on Carbon Emission Intensity in China,2023,0.03437446,0.03526881241428506,0,0,efficiency
10.3390/urbansci7030084,Contingent Valuation Machine Learning (CVML): A Novel Method for Estimating Citizens’ Willingness to Pay for a Safer and Cleaner Environment,2023,-0.026870567,0.012821014758121838,1,0,accountability
10.33960/issn-e.1885-9119.dt85,El diálogo político birregional verde UE - CELAC,2023,-0.0005649626,0.016184830595888707,0,0,accountability
10.37394/23207.2023.20.167,Analysis of the Financial State and Efficiency of Activities of Organic Producers in Russia,2023,0.20348854,0.038839924981094,0,0,efficiency
10.3889/aph.2023.6075,Review of policies and actions on tackling global climate change - COP26 - is this the last chance?,2023,-0.2573504,-0.055225699030550655,0,0,accountability
10.4018/978-1-6684-8613-9.ch001,Sustainable Finance,2023,0.21290776,0.10844060131245511,0,0,efficiency
10.4018/jcit.333858,How Green Credit Policy Affects Commercial Banks' Credit Risk?,2023,0.48604494,0.08527337584591037,1,0,efficiency
10.4314/sajee.v39i.06,"TVET SI: Designing the Future - Youth innovation, informality and transformed VET",2023,0.043205563,-0.010898067943750197,0,0,efficiency
10.4324/9781003080916-15,Green Territoriality and Resource Extraction in Cambodia,2023,0.14582191,0.026997585528562417,0,0,efficiency
10.4324/9781003206194,Environmental Finance and Green Banking,2023,0.32318383,0.17609507195476545,2,0,efficiency
10.4324/9781003221920-14,Legally Constituting the Value of Nature,2023,0.15632845,0.021687554041188408,0,0,efficiency
10.4324/9781003379409-5,The economic dimension of sustainable development,2023,0.005856108,0.009883137947736341,0,0,efficiency
10.4337/9781789901764.00011,Geopolitics and energy security issues in India,2023,0.110030845,0.020162799970247353,0,0,efficiency
10.46488/nept.2023.v22i04.040,Intellectual Property Rights Regime in Green Technology: Way Forward to Sustainability,2023,-0.22746104,0.009370031154534827,0,0,accountability
10.47134/rapik.v2i2.27,The Model of Collaborative Governance in Addressing Poverty in Indonesia,2023,-0.0017052703,0.03647544052113533,1,0,accountability
10.47342/jehz9824,Actions Speak Louder Than Words: Key Takeaways From the Munich Leaders Meeting in Nairobi,2023,-0.09559491,-0.03549811546008113,1,1,accountability
10.47611/jsrhs.v12i4.5811,Unleashing the Green: Why Green Fintech Should be the Focus in Climate Change Mitigation,2023,0.21995908,0.080212391864462,0,0,efficiency
10.48084/etasr.5967,Investigation of European Union Horizon 2020 Information and Communication Technology Projects with the Social Network Analysis Method,2023,0.14347722,0.02301266927446618,0,0,efficiency
10.5089/9798400232725.002,Kyrgyz Republic,2023,0.12016007,0.056392523039062115,2,0,efficiency
10.5089/9798400244964.002,Uganda,2023,-0.015904147,-0.00630990882088608,0,0,accountability
10.5089/9798400245688.085,"External Sector Report, 2023",2023,0.13600257,0.03437332926258346,0,0,efficiency
10.5089/9798400260315.002,Bangladesh,2023,0.17140476,0.024632996565004586,0,0,efficiency
10.51646/jsesd.v12i2.160,Analysis of Clean Development Mechanism for Dernah Wind Farm (I) Project (Libya) by Using AM0019 Methodology,2023,-0.122485414,-0.01907669547551908,0,0,accountability
10.51879/pijssl/060707,Greening the Belt and Road Initiative (BRI): Mapping China's Green Infrastructure Development Policy,2023,0.3275622,0.08931206314996397,0,0,efficiency
10.5194/gh-78-255-2023,"Framing REDD+: political ecology, actor–network theory (ANT), and the making of forest carbon markets",2023,-0.030978862,-0.016629616867311844,0,0,accountability
10.52131/joe.2023.0503.0155,"Eco-Friendly Transitions in Top Ten CO2 Producing Countries: A Dynamic Panel Investigation of Green Finance, Technology Transfer and Financial Development for Reducing Environmental Degradation",2023,0.16938913,0.06898404213689334,0,0,efficiency
10.5337/2023.219,"Forest and landscape restoration opportunities in the western catchment of Lake Ziway, Central Rift Valley, Ethiopia: technical report",2023,-0.100989476,-0.0017725409796178725,0,0,accountability
10.53479/33752,Assessing the data challenges of climate-related disclosures in european banks. A text mining study,2023,-0.1240363,0.016834878493207625,0,0,accountability
10.53479/34612,How far has globalization gone? a tale of two regions,2023,0.09203629,0.014548890913481473,0,0,efficiency
10.53550/eec.2023.v29i03s.049,Green Financing an Immediate need for Sustainable Development: A Systematic Literature Review using Bibliometric analysis,2023,0.53405195,0.12818549796028694,0,0,efficiency
10.54097/fbem.v9i2.8998,Can Fiscal Subsidies and Tax Incentives Stimulate High-quality Innovation in Strategic Emerging Industries?,2023,0.3001184,0.03492459970804088,0,0,efficiency
10.54097/hbem.v10i.8133,An Empirical Study on the Stock Market Reaction to Corporate Green Bond Issuance in China,2023,0.587821,0.258732064905552,2,0,efficiency
10.54097/jid.v2i1.5228,The impact of ESG information disclosure on the capital market under the dual-carbon strategy,2023,0.21307173,0.09070875584214276,0,0,efficiency
10.54783/ijsoc.v5i4.791,"Norway's Climate Odyssey: Assessing Impacts, Mitigation Strategies, and Policy Responses in a Warming Arctic",2023,-0.18105239,-0.016092038083313016,0,0,accountability
10.55158/deeptp4,Ending extreme poverty in a changing climate,2023,-0.16059913,-0.0181478501445558,0,0,accountability
10.55317/9781784135591,Climate action in China,2023,-0.21599114,-0.05072544289230683,0,0,accountability
10.55317/9781784135614,Human rights diplomacy: Navigating an era of polarization,2023,-0.22871685,-0.02767713988726207,0,0,accountability
10.55343/cogsust.34,The economic effects of climate change on Budapest,2023,0.018591996,0.003566356229986049,0,0,efficiency
10.55643/fcaptp.6.53.2023.4155,FINANCIAL OUTSOURCING IN THE ANALYSIS OF ENVIRONMENTAL FISCAL REVENUE MANAGEMENT,2023,0.027413718,0.03593560813719773,0,0,efficiency
10.55643/fcaptp.6.53.2023.4200,DIMENSIONS OF SUSTAINABLE DEVELOPMENT IN RATIONALIZING DECISIONS TO GRANT GREEN FINANCE IN SAUDI BANKS,2023,0.43763715,0.1186974584491232,0,0,efficiency
10.55908/sdgs.v11i4.944,Renewable Energy as a Constitutional Commitment: An Analytical Study Considering. The Egyptian Constitution and International Agreements,2023,-0.012679521,0.04720718272969497,0,0,accountability
10.56506/rijr3972,An Overview of Approaches to Transition Finance for Hard-to-Abate Sectors,2023,0.24873054,0.07918819802991885,0,0,efficiency
10.56506/sgwh3542,Promoting Sustainable Finance and Financial Stability Through Climate-Related Corporate Disclosure in Asia,2023,-0.08831498,-0.013873511077076683,0,0,accountability
